@relation bankdata_csv_all-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute id {ID12101,ID12102,ID12103,ID12104,ID12105,ID12106,ID12107,ID12108,ID12109,ID12110,ID12111,ID12112,ID12113,ID12114,ID12115,ID12116,ID12117,ID12118,ID12119,ID12120,ID12121,ID12122,ID12123,ID12124,ID12125,ID12126,ID12127,ID12128,ID12129,ID12130,ID12131,ID12132,ID12133,ID12134,ID12135,ID12136,ID12137,ID12138,ID12139,ID12140,ID12141,ID12142,ID12143,ID12144,ID12145,ID12146,ID12147,ID12148,ID12149,ID12150,ID12151,ID12152,ID12153,ID12154,ID12155,ID12156,ID12157,ID12158,ID12159,ID12160,ID12161,ID12162,ID12163,ID12164,ID12165,ID12166,ID12167,ID12168,ID12169,ID12170,ID12171,ID12172,ID12173,ID12174,ID12175,ID12176,ID12177,ID12178,ID12179,ID12180,ID12181,ID12182,ID12183,ID12184,ID12185,ID12186,ID12187,ID12188,ID12189,ID12190,ID12191,ID12192,ID12193,ID12194,ID12195,ID12196,ID12197,ID12198,ID12199,ID12200,ID12201,ID12202,ID12203,ID12204,ID12205,ID12206,ID12207,ID12208,ID12209,ID12210,ID12211,ID12212,ID12213,ID12214,ID12215,ID12216,ID12217,ID12218,ID12219,ID12220,ID12221,ID12222,ID12223,ID12224,ID12225,ID12226,ID12227,ID12228,ID12229,ID12230,ID12231,ID12232,ID12233,ID12234,ID12235,ID12236,ID12237,ID12238,ID12239,ID12240,ID12241,ID12242,ID12243,ID12244,ID12245,ID12246,ID12247,ID12248,ID12249,ID12250,ID12251,ID12252,ID12253,ID12254,ID12255,ID12256,ID12257,ID12258,ID12259,ID12260,ID12261,ID12262,ID12263,ID12264,ID12265,ID12266,ID12267,ID12268,ID12269,ID12270,ID12271,ID12272,ID12273,ID12274,ID12275,ID12276,ID12277,ID12278,ID12279,ID12280,ID12281,ID12282,ID12283,ID12284,ID12285,ID12286,ID12287,ID12288,ID12289,ID12290,ID12291,ID12292,ID12293,ID12294,ID12295,ID12296,ID12297,ID12298,ID12299,ID12300,ID12301,ID12302,ID12303,ID12304,ID12305,ID12306,ID12307,ID12308,ID12309,ID12310,ID12311,ID12312,ID12313,ID12314,ID12315,ID12316,ID12317,ID12318,ID12319,ID12320,ID12321,ID12322,ID12323,ID12324,ID12325,ID12326,ID12327,ID12328,ID12329,ID12330,ID12331,ID12332,ID12333,ID12334,ID12335,ID12336,ID12337,ID12338,ID12339,ID12340,ID12341,ID12342,ID12343,ID12344,ID12345,ID12346,ID12347,ID12348,ID12349,ID12350,ID12351,ID12352,ID12353,ID12354,ID12355,ID12356,ID12357,ID12358,ID12359,ID12360,ID12361,ID12362,ID12363,ID12364,ID12365,ID12366,ID12367,ID12368,ID12369,ID12370,ID12371,ID12372,ID12373,ID12374,ID12375,ID12376,ID12377,ID12378,ID12379,ID12380,ID12381,ID12382,ID12383,ID12384,ID12385,ID12386,ID12387,ID12388,ID12389,ID12390,ID12391,ID12392,ID12393,ID12394,ID12395,ID12396,ID12397,ID12398,ID12399,ID12400,ID12401,ID12402,ID12403,ID12404,ID12405,ID12406,ID12407,ID12408,ID12409,ID12410,ID12411,ID12412,ID12413,ID12414,ID12415,ID12416,ID12417,ID12418,ID12419,ID12420,ID12421,ID12422,ID12423,ID12424,ID12425,ID12426,ID12427,ID12428,ID12429,ID12430,ID12431,ID12432,ID12433,ID12434,ID12435,ID12436,ID12437,ID12438,ID12439,ID12440,ID12441,ID12442,ID12443,ID12444,ID12445,ID12446,ID12447,ID12448,ID12449,ID12450,ID12451,ID12452,ID12453,ID12454,ID12455,ID12456,ID12457,ID12458,ID12459,ID12460,ID12461,ID12462,ID12463,ID12464,ID12465,ID12466,ID12467,ID12468,ID12469,ID12470,ID12471,ID12472,ID12473,ID12474,ID12475,ID12476,ID12477,ID12478,ID12479,ID12480,ID12481,ID12482,ID12483,ID12484,ID12485,ID12486,ID12487,ID12488,ID12489,ID12490,ID12491,ID12492,ID12493,ID12494,ID12495,ID12496,ID12497,ID12498,ID12499,ID12500,ID12501,ID12502,ID12503,ID12504,ID12505,ID12506,ID12507,ID12508,ID12509,ID12510,ID12511,ID12512,ID12513,ID12514,ID12515,ID12516,ID12517,ID12518,ID12519,ID12520,ID12521,ID12522,ID12523,ID12524,ID12525,ID12526,ID12527,ID12528,ID12529,ID12530,ID12531,ID12532,ID12533,ID12534,ID12535,ID12536,ID12537,ID12538,ID12539,ID12540,ID12541,ID12542,ID12543,ID12544,ID12545,ID12546,ID12547,ID12548,ID12549,ID12550,ID12551,ID12552,ID12553,ID12554,ID12555,ID12556,ID12557,ID12558,ID12559,ID12560,ID12561,ID12562,ID12563,ID12564,ID12565,ID12566,ID12567,ID12568,ID12569,ID12570,ID12571,ID12572,ID12573,ID12574,ID12575,ID12576,ID12577,ID12578,ID12579,ID12580,ID12581,ID12582,ID12583,ID12584,ID12585,ID12586,ID12587,ID12588,ID12589,ID12590,ID12591,ID12592,ID12593,ID12594,ID12595,ID12596,ID12597,ID12598,ID12599,ID12600,ID12601,ID12602,ID12603,ID12604,ID12605,ID12606,ID12607,ID12608,ID12609,ID12610,ID12611,ID12612,ID12613,ID12614,ID12615,ID12616,ID12617,ID12618,ID12619,ID12620,ID12621,ID12622,ID12623,ID12624,ID12625,ID12626,ID12627,ID12628,ID12629,ID12630,ID12631,ID12632,ID12633,ID12634,ID12635,ID12636,ID12637,ID12638,ID12639,ID12640,ID12641,ID12642,ID12643,ID12644,ID12645,ID12646,ID12647,ID12648,ID12649,ID12650,ID12651,ID12652,ID12653,ID12654,ID12655,ID12656,ID12657,ID12658,ID12659,ID12660,ID12661,ID12662,ID12663,ID12664,ID12665,ID12666,ID12667,ID12668,ID12669,ID12670,ID12671,ID12672,ID12673,ID12674,ID12675,ID12676,ID12677,ID12678,ID12679,ID12680,ID12681,ID12682,ID12683,ID12684,ID12685,ID12686,ID12687,ID12688,ID12689,ID12690,ID12691,ID12692,ID12693,ID12694,ID12695,ID12696,ID12697,ID12698,ID12699,ID12700}
@attribute age {'\'(-inf-22.9]\'','\'(22.9-27.8]\'','\'(27.8-32.7]\'','\'(32.7-37.6]\'','\'(37.6-42.5]\'','\'(42.5-47.4]\'','\'(47.4-52.3]\'','\'(52.3-57.2]\'','\'(57.2-62.1]\'','\'(62.1-inf)\''}
@attribute sex {FEMALE,MALE}
@attribute region {INNER_CITY,TOWN,RURAL,SUBURBAN}
@attribute income {'\'(-inf-10825.799]\'','\'(10825.799-16637.388]\'','\'(16637.388-22448.977]\'','\'(22448.977-28260.566]\'','\'(28260.566-34072.155]\'','\'(34072.155-39883.744]\'','\'(39883.744-45695.333]\'','\'(45695.333-51506.922]\'','\'(51506.922-57318.511]\'','\'(57318.511-inf)\''}
@attribute married {NO,YES}
@attribute children {'\'(-inf-0.3]\'','\'(0.3-0.6]\'','\'(0.6-0.9]\'','\'(0.9-1.2]\'','\'(1.2-1.5]\'','\'(1.5-1.8]\'','\'(1.8-2.1]\'','\'(2.1-2.4]\'','\'(2.4-2.7]\'','\'(2.7-inf)\''}
@attribute car {NO,YES}
@attribute save_act {NO,YES}
@attribute current_act {NO,YES}
@attribute mortgage {NO,YES}
@attribute pep {YES,NO}

@data
ID12525,'\'(-inf-22.9]\'',MALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(0.9-1.2]\'',YES,NO,YES,NO,YES
ID12526,'\'(42.5-47.4]\'',FEMALE,RURAL,'\'(28260.566-34072.155]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,NO,NO
ID12527,'\'(62.1-inf)\'',FEMALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(2.7-inf)\'',NO,YES,NO,NO,NO
ID12528,'\'(52.3-57.2]\'',FEMALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(1.8-2.1]\'',YES,NO,NO,NO,YES
ID12529,'\'(32.7-37.6]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',YES,NO,YES,YES,YES
ID12530,'\'(32.7-37.6]\'',MALE,RURAL,'\'(22448.977-28260.566]\'',NO,'\'(1.8-2.1]\'',NO,YES,YES,YES,NO
ID12531,'\'(47.4-52.3]\'',MALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(-inf-0.3]\'',NO,YES,NO,YES,NO
ID12532,'\'(62.1-inf)\'',FEMALE,TOWN,'\'(57318.511-inf)\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12533,'\'(42.5-47.4]\'',MALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12534,'\'(37.6-42.5]\'',FEMALE,RURAL,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',NO,NO,YES,YES,YES
ID12535,'\'(42.5-47.4]\'',MALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,YES,NO,NO,NO
ID12536,'\'(22.9-27.8]\'',MALE,TOWN,'\'(10825.799-16637.388]\'',NO,'\'(1.8-2.1]\'',YES,YES,YES,YES,NO
ID12537,'\'(32.7-37.6]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',YES,NO,NO,YES,YES
ID12538,'\'(62.1-inf)\'',FEMALE,INNER_CITY,'\'(28260.566-34072.155]\'',NO,'\'(0.9-1.2]\'',YES,YES,NO,YES,YES
ID12539,'\'(-inf-22.9]\'',FEMALE,SUBURBAN,'\'(10825.799-16637.388]\'',YES,'\'(0.9-1.2]\'',NO,NO,YES,NO,NO
ID12540,'\'(-inf-22.9]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(0.9-1.2]\'',YES,NO,YES,NO,NO
ID12541,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(0.9-1.2]\'',NO,YES,NO,YES,YES
ID12542,'\'(42.5-47.4]\'',MALE,INNER_CITY,'\'(39883.744-45695.333]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12543,'\'(42.5-47.4]\'',FEMALE,RURAL,'\'(34072.155-39883.744]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12544,'\'(37.6-42.5]\'',MALE,TOWN,'\'(28260.566-34072.155]\'',NO,'\'(-inf-0.3]\'',YES,NO,YES,YES,YES
ID12545,'\'(-inf-22.9]\'',FEMALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,NO,YES
ID12546,'\'(37.6-42.5]\'',MALE,RURAL,'\'(28260.566-34072.155]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12547,'\'(47.4-52.3]\'',FEMALE,TOWN,'\'(39883.744-45695.333]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,NO,NO
ID12548,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(1.8-2.1]\'',NO,NO,YES,NO,YES
ID12549,'\'(52.3-57.2]\'',MALE,RURAL,'\'(45695.333-51506.922]\'',YES,'\'(2.7-inf)\'',YES,YES,NO,NO,YES
ID12550,'\'(37.6-42.5]\'',FEMALE,RURAL,'\'(28260.566-34072.155]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,NO,YES
ID12551,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(2.7-inf)\'',YES,NO,NO,NO,NO
ID12552,'\'(42.5-47.4]\'',MALE,TOWN,'\'(34072.155-39883.744]\'',NO,'\'(-inf-0.3]\'',YES,YES,NO,YES,NO
ID12553,'\'(57.2-62.1]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',NO,'\'(-inf-0.3]\'',NO,NO,YES,NO,YES
ID12554,'\'(57.2-62.1]\'',FEMALE,RURAL,'\'(45695.333-51506.922]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12555,'\'(22.9-27.8]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,YES,NO
ID12556,'\'(22.9-27.8]\'',FEMALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12557,'\'(27.8-32.7]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12558,'\'(62.1-inf)\'',FEMALE,INNER_CITY,'\'(57318.511-inf)\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,NO,NO
ID12559,'\'(-inf-22.9]\'',MALE,SUBURBAN,'\'(10825.799-16637.388]\'',NO,'\'(0.9-1.2]\'',NO,YES,YES,NO,NO
ID12560,'\'(62.1-inf)\'',MALE,TOWN,'\'(45695.333-51506.922]\'',YES,'\'(0.9-1.2]\'',NO,YES,YES,NO,YES
ID12561,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,NO,YES,YES,YES
ID12562,'\'(62.1-inf)\'',FEMALE,SUBURBAN,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,YES,NO,YES,NO
ID12563,'\'(22.9-27.8]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(-inf-0.3]\'',YES,NO,YES,YES,YES
ID12564,'\'(27.8-32.7]\'',FEMALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',YES,NO,YES,NO,NO
ID12565,'\'(27.8-32.7]\'',MALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,NO,YES
ID12566,'\'(52.3-57.2]\'',FEMALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(1.8-2.1]\'',YES,YES,YES,YES,NO
ID12567,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(-inf-0.3]\'',NO,NO,YES,NO,NO
ID12568,'\'(32.7-37.6]\'',FEMALE,SUBURBAN,'\'(10825.799-16637.388]\'',NO,'\'(2.7-inf)\'',NO,YES,YES,NO,YES
ID12569,'\'(42.5-47.4]\'',MALE,SUBURBAN,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',NO,NO,YES,NO,YES
ID12570,'\'(62.1-inf)\'',MALE,TOWN,'\'(34072.155-39883.744]\'',NO,'\'(2.7-inf)\'',YES,YES,YES,NO,NO
ID12571,'\'(57.2-62.1]\'',FEMALE,INNER_CITY,'\'(39883.744-45695.333]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,YES,NO
ID12572,'\'(47.4-52.3]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12573,'\'(57.2-62.1]\'',MALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(1.8-2.1]\'',YES,YES,NO,NO,NO
ID12574,'\'(37.6-42.5]\'',FEMALE,TOWN,'\'(22448.977-28260.566]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,NO,YES
ID12575,'\'(27.8-32.7]\'',FEMALE,TOWN,'\'(22448.977-28260.566]\'',NO,'\'(0.9-1.2]\'',YES,YES,YES,YES,YES
ID12576,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',NO,YES,YES,YES,NO
ID12577,'\'(42.5-47.4]\'',MALE,RURAL,'\'(22448.977-28260.566]\'',NO,'\'(0.9-1.2]\'',NO,NO,YES,NO,YES
ID12578,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,YES,NO
ID12579,'\'(42.5-47.4]\'',MALE,TOWN,'\'(22448.977-28260.566]\'',YES,'\'(1.8-2.1]\'',NO,YES,YES,YES,NO
ID12580,'\'(42.5-47.4]\'',MALE,TOWN,'\'(39883.744-45695.333]\'',NO,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12581,'\'(27.8-32.7]\'',MALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',NO,NO,YES,YES,NO
ID12582,'\'(42.5-47.4]\'',MALE,INNER_CITY,'\'(39883.744-45695.333]\'',NO,'\'(1.8-2.1]\'',YES,YES,YES,NO,YES
ID12583,'\'(42.5-47.4]\'',MALE,RURAL,'\'(28260.566-34072.155]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,YES,NO
ID12584,'\'(22.9-27.8]\'',MALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',YES,YES,NO,NO,NO
ID12585,'\'(27.8-32.7]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12586,'\'(62.1-inf)\'',FEMALE,INNER_CITY,'\'(45695.333-51506.922]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12587,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',YES,'\'(-inf-0.3]\'',NO,YES,NO,YES,NO
ID12588,'\'(-inf-22.9]\'',MALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(0.9-1.2]\'',NO,NO,YES,NO,YES
ID12589,'\'(22.9-27.8]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',YES,'\'(2.7-inf)\'',NO,YES,NO,NO,NO
ID12590,'\'(22.9-27.8]\'',MALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(1.8-2.1]\'',NO,YES,NO,NO,YES
ID12591,'\'(57.2-62.1]\'',FEMALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(0.9-1.2]\'',YES,YES,NO,YES,YES
ID12592,'\'(42.5-47.4]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12593,'\'(57.2-62.1]\'',FEMALE,TOWN,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,YES,NO,YES,YES
ID12594,'\'(57.2-62.1]\'',MALE,INNER_CITY,'\'(39883.744-45695.333]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,NO,YES
ID12595,'\'(42.5-47.4]\'',FEMALE,RURAL,'\'(39883.744-45695.333]\'',YES,'\'(2.7-inf)\'',NO,YES,YES,NO,NO
ID12596,'\'(42.5-47.4]\'',MALE,INNER_CITY,'\'(34072.155-39883.744]\'',YES,'\'(-inf-0.3]\'',NO,NO,NO,YES,YES
ID12597,'\'(47.4-52.3]\'',MALE,TOWN,'\'(39883.744-45695.333]\'',NO,'\'(1.8-2.1]\'',YES,YES,YES,YES,YES
ID12598,'\'(62.1-inf)\'',MALE,INNER_CITY,'\'(45695.333-51506.922]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,NO,YES
ID12599,'\'(47.4-52.3]\'',FEMALE,TOWN,'\'(39883.744-45695.333]\'',NO,'\'(-inf-0.3]\'',NO,YES,YES,YES,NO
ID12600,'\'(42.5-47.4]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',YES,'\'(-inf-0.3]\'',YES,NO,YES,NO,YES
ID12601,'\'(37.6-42.5]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(2.7-inf)\'',YES,YES,NO,NO,NO
ID12602,'\'(57.2-62.1]\'',FEMALE,INNER_CITY,'\'(28260.566-34072.155]\'',NO,'\'(0.9-1.2]\'',YES,NO,YES,NO,YES
ID12603,'\'(27.8-32.7]\'',FEMALE,TOWN,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',YES,NO,NO,NO,NO
ID12604,'\'(-inf-22.9]\'',FEMALE,INNER_CITY,'\'(10825.799-16637.388]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12605,'\'(62.1-inf)\'',FEMALE,INNER_CITY,'\'(57318.511-inf)\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12606,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,NO,NO
ID12607,'\'(57.2-62.1]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(-inf-0.3]\'',NO,NO,NO,YES,YES
ID12608,'\'(-inf-22.9]\'',FEMALE,SUBURBAN,'\'(10825.799-16637.388]\'',NO,'\'(-inf-0.3]\'',YES,YES,YES,NO,YES
ID12609,'\'(57.2-62.1]\'',MALE,SUBURBAN,'\'(45695.333-51506.922]\'',NO,'\'(1.8-2.1]\'',NO,YES,YES,YES,YES
ID12610,'\'(22.9-27.8]\'',FEMALE,RURAL,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',YES,YES,YES,NO,YES
ID12611,'\'(27.8-32.7]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',NO,YES,NO,NO,NO
ID12612,'\'(42.5-47.4]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(2.7-inf)\'',NO,YES,YES,NO,NO
ID12613,'\'(62.1-inf)\'',FEMALE,TOWN,'\'(39883.744-45695.333]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,YES,NO
ID12614,'\'(22.9-27.8]\'',FEMALE,RURAL,'\'(10825.799-16637.388]\'',NO,'\'(2.7-inf)\'',NO,YES,YES,NO,NO
ID12615,'\'(32.7-37.6]\'',MALE,INNER_CITY,'\'(28260.566-34072.155]\'',NO,'\'(-inf-0.3]\'',YES,YES,NO,NO,YES
ID12616,'\'(47.4-52.3]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',NO,YES,YES,NO,YES
ID12617,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(-inf-0.3]\'',NO,YES,NO,NO,YES
ID12618,'\'(47.4-52.3]\'',MALE,TOWN,'\'(28260.566-34072.155]\'',YES,'\'(0.9-1.2]\'',NO,YES,NO,YES,YES
ID12619,'\'(22.9-27.8]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',NO,'\'(2.7-inf)\'',NO,NO,YES,NO,NO
ID12620,'\'(52.3-57.2]\'',FEMALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(2.7-inf)\'',YES,YES,YES,YES,NO
ID12621,'\'(37.6-42.5]\'',FEMALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',YES,NO,YES,NO,YES
ID12622,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(16637.388-22448.977]\'',YES,'\'(1.8-2.1]\'',YES,YES,YES,NO,NO
ID12623,'\'(22.9-27.8]\'',MALE,SUBURBAN,'\'(10825.799-16637.388]\'',NO,'\'(2.7-inf)\'',NO,YES,YES,YES,NO
ID12624,'\'(32.7-37.6]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',YES,'\'(-inf-0.3]\'',YES,YES,NO,YES,NO
ID12625,'\'(42.5-47.4]\'',MALE,SUBURBAN,'\'(16637.388-22448.977]\'',YES,'\'(-inf-0.3]\'',YES,YES,YES,YES,YES
ID12626,'\'(42.5-47.4]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',NO,NO,YES,NO,YES
ID12627,'\'(27.8-32.7]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',NO,'\'(1.8-2.1]\'',NO,YES,NO,YES,NO
ID12628,'\'(-inf-22.9]\'',FEMALE,TOWN,'\'(-inf-10825.799]\'',NO,'\'(0.9-1.2]\'',NO,YES,YES,YES,NO
ID12629,'\'(27.8-32.7]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',YES,'\'(1.8-2.1]\'',NO,NO,YES,NO,NO
ID12630,'\'(52.3-57.2]\'',MALE,RURAL,'\'(39883.744-45695.333]\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,NO
ID12631,'\'(62.1-inf)\'',MALE,SUBURBAN,'\'(57318.511-inf)\'',YES,'\'(0.9-1.2]\'',NO,YES,YES,NO,YES
ID12632,'\'(32.7-37.6]\'',FEMALE,INNER_CITY,'\'(22448.977-28260.566]\'',NO,'\'(0.9-1.2]\'',YES,NO,NO,NO,YES
ID12633,'\'(57.2-62.1]\'',MALE,INNER_CITY,'\'(28260.566-34072.155]\'',NO,'\'(0.9-1.2]\'',NO,YES,YES,NO,YES
ID12634,'\'(57.2-62.1]\'',MALE,INNER_CITY,'\'(28260.566-34072.155]\'',YES,'\'(-inf-0.3]\'',YES,NO,YES,YES,YES
ID12635,'\'(22.9-27.8]\'',FEMALE,TOWN,'\'(10825.799-16637.388]\'',NO,'\'(0.9-1.2]\'',YES,YES,YES,YES,NO
ID12636,'\'(27.8-32.7]\'',MALE,INNER_CITY,'\'(-inf-10825.799]\'',YES,'\'(-inf-0.3]\'',NO,NO,YES,NO,NO
ID12637,'\'(52.3-57.2]\'',FEMALE,INNER_CITY,'\'(34072.155-39883.744]\'',NO,'\'(0.9-1.2]\'',NO,YES,YES,NO,YES
ID12638,'\'(57.2-62.1]\'',FEMALE,RURAL,'\'(51506.922-57318.511]\'',NO,'\'(1.8-2.1]\'',NO,YES,YES,NO,YES
ID12639,'\'(42.5-47.4]\'',FEMALE,INNER_CITY,'\'(34072.155-39883.744]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,NO,NO
ID12640,'\'(-inf-22.9]\'',MALE,INNER_CITY,'\'(-inf-10825.799]\'',YES,'\'(-inf-0.3]\'',NO,YES,YES,YES,YES
ID12641,'\'(47.4-52.3]\'',FEMALE,INNER_CITY,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',YES,YES,NO,YES,YES
ID12642,'\'(37.6-42.5]\'',MALE,RURAL,'\'(34072.155-39883.744]\'',YES,'\'(1.8-2.1]\'',NO,YES,YES,NO,YES
ID12643,'\'(27.8-32.7]\'',MALE,INNER_CITY,'\'(10825.799-16637.388]\'',YES,'\'(1.8-2.1]\'',YES,YES,YES,NO,NO
ID12644,'\'(62.1-inf)\'',MALE,SUBURBAN,'\'(45695.333-51506.922]\'',YES,'\'(0.9-1.2]\'',YES,YES,NO,YES,YES
ID12645,'\'(42.5-47.4]\'',MALE,RURAL,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12646,'\'(37.6-42.5]\'',MALE,INNER_CITY,'\'(34072.155-39883.744]\'',NO,'\'(-inf-0.3]\'',NO,NO,YES,YES,YES
ID12647,'\'(22.9-27.8]\'',FEMALE,INNER_CITY,'\'(10825.799-16637.388]\'',NO,'\'(-inf-0.3]\'',YES,NO,NO,YES,YES
ID12648,'\'(-inf-22.9]\'',MALE,SUBURBAN,'\'(-inf-10825.799]\'',YES,'\'(1.8-2.1]\'',YES,YES,YES,NO,NO
ID12649,'\'(37.6-42.5]\'',MALE,RURAL,'\'(16637.388-22448.977]\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,NO,YES
ID12650,'\'(57.2-62.1]\'',FEMALE,TOWN,'\'(51506.922-57318.511]\'',YES,'\'(0.9-1.2]\'',YES,YES,YES,YES,YES
ID12651,'\'(22.9-27.8]\'',FEMALE,INNER_CITY,'\'(-inf-10825.799]\'',YES,'\'(0.9-1.2]\'',YES,NO,YES,NO,NO
